HS 2007 Product Code,HS 2007 Product Description,ISIC Revision 3 Product Code,ISIC Revision 3 Product Description
292800,Organic derivatives of hydrazine/of hydroxylamine,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
292910,Isocyanates,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
292990,"Compounds with other nitrogen function, other than isocyanates",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293020,Thiocarbamates & dithiocarbamates,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293030,Thiuram mono- /di- /tetrasulphides,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293040,Methionine,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293050,Captafol (ISO)&methamidophos (ISO),2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293090,Organo-sulphur compounds (excl. of 2930.20-2930.50),2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293100,"Organo-inorganic compounds, n.e.s. in Ch.29",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293211,Tetrahydrofuran,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293212,2-Furaldehyde (furfuraldehyde),2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293213,Furfuryl alcohol & tetrahydrofurfuryl alcohol,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293219,Heterocyclic comps. containing an unfused furan ring (whether/not hydrogenated) in the structure (excl. of 2932.11-2932.13),2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293221,"Coumarin, methylcoumarins & ethylcoumarins",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293229,"Lactones (excl. coumarin, methylcoumarins & ethylcoumarins)",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293291,Isosafrole,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293292,"1-(1,3-Benzodioxol-5-yl)propan-2-one",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293293,Piperonal,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293294,Safrole,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293295,Tetrahydrocannabinols (all isomers),2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293299,Heterocyclic compounds with oxygen hetero-atom(s) only (excl. of 2932.11-2932.95),2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293311,Phenazone (antipyrin) & its derivatives,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293319,Heterocyclic comps. containing an unfused pyrazole ring (whether/not hydrogenated) in the structure (excl. phenazone & its derivatives),2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293321,Hydantoin & its derivatives,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293329,"Heterocyclic comps. containing an unfused imidazole ring (whether/not hydrogenated) in the structure, other than hydantoin & its derivatives",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293331,Pyridine & its salts,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293332,Piperidine & its salts,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293333,"Alfentanil (INN), anileridine (INN), bezitramide (INN), bromazepam (INN), difenoxin (INN), diphenoxylate (INN), dipipanone (INN), fentanyl (INN), ketobemidone (INN), methylphenidate (INN), pentazocine (INN), pethidine (INN), pethidine (INN),pethidine (IN",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293339,Heterocyclic comps. containing an unfused pyridine ring (whether/not hydrogenated) in the structure (excl. of 2933.31-2933.33),2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293341,Levorphanol (INN) & its salts,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293349,"Heterocyclic comps. containing in the structure a quinoline/isoquinoline ring-system (whether/not hydrogenated), not further fused, other than levorphanol (INN) & its salts",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293352,Malonylurea (barbituric acid) & its salts,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293353,"Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) & vinylbital (INN); salts thereof",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293354,Derivatives of malonylurea (barbituric acid) (excl. of 2933.53); salts thereof,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293355,"Loprazolam (INN), mecloqualone (INN), methaqualone (INN) & zipeprol (INN); salts thereof",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293359,Heterocyclic comps. containing a pyrimidine ring (whether/not hydrogenated)/piperazine ring in the structure (excl. of 2933.52-2933.55),2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293361,Melamine,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293369,"Heterocyclic comps. containing an unfused triazine ring (whether/not hydrogenated) in the structure, other than melamine",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293371,6-Hexanelactam (epsilon-caprolactam),2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293372,Clobazam (INN) & methyprylon (INN),2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293379,Lactams (excl. of 2933.71 & 2933.72),2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293391,"Alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, delorazepam (INN), diazepam (INN), estazolam (INN), ethyl loflazepate (INN), fludiazepam (INN), flunitrazepam (INN), flurazepam (INN), halazepam (INN), lorazepam(IN",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293399,Heterocyclic comps. with nitrogen hetero-atom(s) only (excl. of 2933.11-2933.91),2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293410,Compounds containing an unfused thiazole ring (whether/not hydrogenated) in the structure,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293420,"Compounds containing in the structure a benzothiazole ring-system (whether/not hydrogenated), not further fused",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293430,"Compounds containing in the structure a phenothiazine ring-system (whether/not hydrogenated), not further fused",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293491,"Aminorex (INN), brotizolam (INN), clotiazepam (INN), cloxazolam (INN), dextromoramide (INN), haloxazolam (INN), ketazolam (INN), mesocarb (INN), oxazolam (INN), pemoline (INN), phendimetrazine (INN), phenmetrazine (INN) & sufentanil (INN); salts thereof",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293499,"Nucleic acids&their salts, whether/not chemically defined,n.e.s.; other heterocyclic compounds,n.e.s.",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
293500,Sulphonamides,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293621,Vitamins A & their derivatives,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293622,Vitamin B1 & its derivatives,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293623,Vitamin B2 & its derivatives,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293624,D- /DL-Pantothenic acid (Vitamin B3/Vitamin B5) & its derivatives,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293625,Vitamin B6 & its derivatives,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293626,Vitamin B12 & its derivatives,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293627,Vitamin C & its derivatives,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293628,Vitamin E & its derivatives,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293629,"Vitamins & their derivatives, unmixed (excl. of 2936.10-2936.28)",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293690,"Provitamins&vitamins, natural/reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins,&intermixtures of the foregoing, whether/not in any solvent,n.e.s.in Ch 29.36",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293711,"Somatotropin, its derivatives & structural analogues",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293712,Insulin & its salts,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293719,"Polypeptide hormones, protein hormones & glycoprotein hormones, their derivatives & structural analogues (excl. of 2937.11 & 2937.12)",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293721,"Cortisone, hydrocortisone, prednisone (dehydrocortisone) & prednisolone (dehydrohydrocortisone)",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293722,Halogenated derivatives of corticosteroidal hormones,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293723,Oestrogens & progestogens,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293729,"Steroidal hormones, their derivatives & structural analogues (excl. of 2937.21-2937.23)",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293731,Epinephrine,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293739,"Catecholamine hormones other than epinephrine, their derivatives & structural analogues",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293740,Amino-acid derivatives,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293750,"Prostaglandins, thromboxanes & leukotrienes, their derivatives & structural analogues",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293790,"Hormones, prostaglandins, thromboxanes & leukotrienes, natural/reproduced by synthesis(excl. of  2937.11-2937.50); derivatives & structural analogues thereof, including chain modified polypeptides, used primarily as hormones",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293810,"Rutoside (rutin) & its derivatives, natural/reproduced by synthesis",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293890,"Glycosides, other than rutoside (rutin) & its derivatives, natural/reproduced by synthesis, & their salts, ethers, esters & other derivatives",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293911,"Concentrates of poppy straw; buprenorphine (INN), codeine, dihydrocodeine (INN), ethylmorphine, etorphine (INN), heroin, hydrocodone (INN), hydromorphone (INN), morphine, nicomorphine (INN), oxycodone (INN), oxymorphone (INN), pholcodine (INN), thebacon",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293919,Alkaloids of opium (excl. of 2939.11) & their derivatives; salts thereof,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293920,Alkaloids of cinchona&their derivatives; salts thereof,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293930,Caffeine & its salts,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293941,Ephedrine & its salts,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293942,Pseudoephedrine (INN) & its salts,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293943,Cathine (INN) & its salts,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293949,"Ephedrines & their salts, other than ephedrine, pseudoephedrine (INN) & cathine (INN)",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293951,Fenetylline (INN) & its salts,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293959,"Theophylline & aminophylline (theophylline-ethylenedia-mine) & their derivatives (excl. of 2939.51); salts thereof , n.e.s.",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293961,Ergometrine (INN) & its salts,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293962,Ergotamine (INN) & its salts,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293963,Lysergic acid & its salts,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293969,Alkaloids of rye ergot & their derivatives (excl. of 2939.61-2939.63); salts thereof,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate; salts, esters & other derivatives thereof",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
293999,"Vegetable alkaloids, natural/reproduced by synthesis, & their salts, ethers, esters & other derivatives (excl. of 2939.11-2939.91)",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
294000,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose&fructose; sugar ethers, sugar acetals&sugar esters,& their salts (excl. of 29.37/29.38/29.39)",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
294110,Penicillins & their derivatives with a penicillanic acid structure; salts thereof,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
294120,Streptomycins & their derivatives; salts thereof,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
294130,Tetracyclines & their derivatives; salts thereof,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
294140,Chloramphenicol & its derivatives; salts thereof,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
294150,Erythromycin & its derivatives; salts thereof,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
294190,Antibiotics & their derivatives (excl. of 2941.10-2941.50); salts thereof,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
294200,Organic comps. n.e.s. in Ch.29,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
300120,Extracts of glands/of other organs/of their secretions,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300190,"Glands&other organs for organo-therapeutic uses, dried, whether/not powdered; heparin&its salts; other human/animal substances prepared for therapeutic/prophylactic uses, n.e.s./incld.",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300210,"Antisera & other blood fractions & modified immunological products, whether/not obt. by means of biotechnological processes",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300220,Vaccines for human medicine,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300230,Vaccines for veterinary medicine,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300290,"Human blood; animal blood prepared for therapeutic/prophylactic/diagnostic uses; toxins, cultures of micro-organisms (excl. yeasts) & similar products",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300310,"Medicaments containing penicillins/derivatives thereof with a penicillanic acid structure/streptomycins/their derivatives, not put up in measured doses/forms/packagings for RS",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300320,"Medicaments consisting of 2/more constituents, containing other antibiotics (excl. of 3003.10), not put up in measured doses/forms/packagings for RS",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300331,"Medicaments containing insulin, not put up in measured doses/forms/packagings for RS",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300339,"Medicaments containing hormones/other products of 29.37 but not containing antibiotics (excl. meds. containing insulin), not put up in measured doses/forms/packagings for RS",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300340,"Medicaments containing alkaloids/derivatives thereof but not containing hormones/other products of 29.37/antibiotics, not put up in measured doses/forms/packagings for RS",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300390,"Medicaments (excluding goods of heading 30.02, 30.05/30.06/of 3003.10-3003.40) consisting of two/more constituents which have been mixed together for therapeutic/prophylactic uses, not put up in measured doses/in forms/packings for retail sale",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300410,"Medicaments containing penicillins/derivatives thereof with a penicillanic acid structure/streptomycins/their derivatives, put up in measured doses/forms/packings for RS",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300420,"Medicaments containing other antibiotics (excl. of 3004.10), put up in measured doses/forms/packings for RS",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300431,"Medicaments containing insulin, put up in measured doses/forms/packings for RS",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300432,"Medicaments containing corticosteroid hormones, their derivatives & structural analogues, put up in measured doses/forms/packings for RS",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300439,"Medicaments containing hormones/other products of 29.37 but not containing antibiotics, put up in measured doses/forms/packings for RS",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300440,"Medicaments containing alkaloids/derivatives thereof but not containing hormones/other products of 29.37/antibiotics, put up in measured doses/forms/packings for RS",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300450,"Medicaments containing vitamins/other products of 29.36 (excl. of 3004.10-3004.40), put up in measured doses/forms/packings for RS",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300490,"Medicaments (excluding goods of heading 30.02/30.05/30.06/3004.10-3004.50) consisting of mixed/unmixed products for therapeutic/prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems)/in forms/packi",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300510,Adhesive dressings & other articles having an adhesive layer,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300590,"Wadding, gauze, bandages & similar articles (eg. dressings, adhesive plasters, poultices), impregnated/coated with pharmaceutical substances/put up in forms/packings for retail sale for medical, surgical, dental/veterinary purposes(excl. of 3005.10)",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300610,"Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical/dental yarns)&sterile tissue adhesives for surgical wound closure; sterile laminaria&sterile laminaria tents; sterile absorbable surgical/dental/veterinary p",2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300620,Blood-grouping reagents,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300630,Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300640,Dental cements & other dental fillings; bone reconstruction cements,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300650,First-aid boxes & kits,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300660,Chemical contraceptive preparations based on hormones/other products of 29.37/spermicides,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
300670,Gel preparations designed to be used in human/veterinary medicine as a lubricant for parts of the body for surgical operations/physical examinations/as a coupling agent between the body & medical instruments,2429,Manufacture of other chemical products n.e.c.
300691,Appliances identifiable for ostomy use,2520,Manufacture of plastics products
300692,Waste pharmaceuticals,2423,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products"
310100,"Animal/vegetable fertilisers, whether/not mixed together/chemically treated; fertilisers produced by the mixing/chemical treatment of animal/vegetable products",2412,Manufacture of fertilizers and nitrogen compounds
310210,"Urea, whether/not in aqueous solution",2412,Manufacture of fertilizers and nitrogen compounds
310221,Ammonium sulphate,2412,Manufacture of fertilizers and nitrogen compounds
310229,Double salts & mixtures of ammonium sulphate & ammonium nitrate,2412,Manufacture of fertilizers and nitrogen compounds
310230,"Ammonium nitrate, whether/not in aqueous solution",2412,Manufacture of fertilizers and nitrogen compounds
310240,Mixtures of ammonium nitrate with calcium carbonate/other inorganic non-fertilising substance,2412,Manufacture of fertilizers and nitrogen compounds
310250,Sodium nitrate,2412,Manufacture of fertilizers and nitrogen compounds
310260,Double salts & mixtures of calcium nitrate & ammonium nitrate,2412,Manufacture of fertilizers and nitrogen compounds
310280,Mixtures of urea & ammonium nitrate in aqueous/ammoniacal solution,2412,Manufacture of fertilizers and nitrogen compounds
310290,"Mineral/chemical fertilisers, nitrogenous (excl. of 3102.10-3102.80), including mixtures not specified in the foregoing subheadings",2412,Manufacture of fertilizers and nitrogen compounds
310310,Superphosphates,2412,Manufacture of fertilizers and nitrogen compounds
310390,"Mineral/chemical fertilisers, phosphatic(excl. of 3103.10)",2412,Manufacture of fertilizers and nitrogen compounds
310420,Potassium chloride,2412,Manufacture of fertilizers and nitrogen compounds
310430,Potassium sulphate,2412,Manufacture of fertilizers and nitrogen compounds
310490,"Mineral/chemical fertilisers, potassic(excl. of 3104.20 & 3104.30)",2412,Manufacture of fertilizers and nitrogen compounds
310510,Fertilisers of Ch.31 in tablets/similar forms/in packages of a gross weight not >10kg,2412,Manufacture of fertilizers and nitrogen compounds
310520,"Mineral/chemical fertilisers containing the 3 fertilising elements nitrogen, phosphorus & potassium",2412,Manufacture of fertilizers and nitrogen compounds
310530,Diammonium hydrogenorthophosphate (diammonium phosphate),2412,Manufacture of fertilizers and nitrogen compounds
310540,Ammonium dihydrogenorthophosphate (monoammonium phosphate) & mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate),2412,Manufacture of fertilizers and nitrogen compounds
310551,Mineral/chemical fertilisers containing nitrates & phosphates,2412,Manufacture of fertilizers and nitrogen compounds
310559,"Mineral/chemical fertilisers containing the 2 fertilising elements nitrogen & phosphorus, other than those containing nitrates & phosphates",2412,Manufacture of fertilizers and nitrogen compounds
310560,Mineral/chemical fertilisers containing the 2 fertilising elements phosphorus & potassium,2412,Manufacture of fertilizers and nitrogen compounds
310590,"Mineral/chemical fertilisers containing two/three of the fertilising elements nitrogen, phosphorus & potassium; other fertilisers (excl. of 3105.20-3105.60)",2412,Manufacture of fertilizers and nitrogen compounds
320110,Quebracho extract,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320120,Wattle extract,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320190,"Tanning extracts of vegetable origin other than quebracho extract/wattle extract; tannins & their salts, ethers, esters & other derivatives",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320210,Synthetic organic tanning substance,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320290,"Inorganic tanning substance; tanning preparations, whether/not containing natural tanning substance; enzymatic preparations for pre-tanning",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320300,"Colouring matter of vegetable/animal origin (incl. dyeing extracts. excl. animal black), whether/not chemically defined; preparations as spec. in Note 3, Ch.32 based on colouring matter of vegetable/animal origin",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320411,Disperse dyes & preparations based thereon,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320412,"Acid dyes, whether/not premetallised, & preparationsbased thereon; mordant dyes & preparations based thereon",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320413,Basic dyes & preparations based thereon,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320414,Direct dyes & preparations based thereon,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320415,Vat dyes (incl. those usable in that state as pigments) & preparations based thereon,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320416,Reactive dyes & preparations based thereon,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320417,Pigments & preparations based thereon,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320419,"Synthetic organic colouring matter & preparations based thereon as spec. in Note 3 to Ch.32, incl. mixtures of colouring matter of 2/more headings of 3204.11-3204.19, n.e.s. in Ch.32",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320420,Synthetic organic products of a kind used as fluorescent brightening agents,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320490,"Synthetic organic products of a kind used as luminophores, whether/not chemically defined",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320500,Colour lakes; preparations as spec. in Note 3 to Ch.32 based on colour lakes,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320611,"Pigments & preparations based on titanium dioxide, containing 80%/more by weight of titanium dioxide calc. on the dry matter",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320619,Pigments & preparations based on titanium dioxide other than those containing 80%/more by weight of titanium dioxide calc. on the dry matter,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320620,Pigments & preparations based on chromium comps.,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320641,Ultramarine & preparations based thereon,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320642,Lithopone & other pigments & preparations based on zinc sulphide,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320649,"Colouring matter&other preparations,n.e.s. in Ch 32",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320650,Inorganic products of a kind used as luminophores,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320710,"Prepared pigments, prepared opacifiers, prepared colours & similar preparations",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320720,"Vitrifiable enamels & glazes, engobes (slips) & similar preparations",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320730,Liquid lustres & similar preparations,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320740,"Glass frit & other glass, in the form of powder/granules/flakes",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320810,Paints & varnishes (incl. enamels & lacquers) based on polyesters,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320820,Paints & varnishes (incl. enamels & lacquers) based on acrylic/vinyl polymers,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320890,"Paints & varnishes (incl. enamels & lacquers, excl. of 3208.10 & 3208.20) based on synthetic polymers/chemically modified natural polymers, dispersed/dissolved in a non-aqueous medium; solutions as defined in Note 4 to this Ch.",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320910,Paints & varnishes (incl. enamels & lacquers) based on acrylic/vinyl polymers,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320990,"Paints & varnishes (incl. enamels & lacquers) based on synthetic polymers/chemically modified natural polymers other than acrylic/vinyl polymers, dispersed/dissolved in an aqueous medium",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
321000,"Paints & varnishes (incl. enamels, lacquers & distempers; excl. of 32.08 & 32.09); prepared water pigments of a kind used for finishing leather",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
321100,Prepared driers,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
321210,Stamping foils,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
321290,"Pigments (incl. metallic powders & flakes) dispersed in non-aqueous media/in liquid/paste form, of a kind used in the manufacture of paints (incl. enamels); dyes & other colouring matter put up in forms/packings-RS",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
321310,Artists'/students'/signboard painters' colours in sets,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
321390,"Artists'/students'/signboard painters' colours, modifying tints, amusement colours&the like, in tablets/tubes/jars/bottles/pans/in similar forms/packings, other than in sets",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
321410,"Glaziers' putty, grafting putty, resin cements, caulking comps. & other mastics; painters' fillings",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
321490,Non-refractory surfacing preparations for fa?ades/indoor walls/floors/ceilings/the like,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
321511,"Printing ink, black",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
321519,Printing ink (excl. black),2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
321590,"Writing/drawing ink & other inks, other than printing ink, whether/not concentrated/solid",2429,Manufacture of other chemical products n.e.c.
330112,Essential oils of orange,2429,Manufacture of other chemical products n.e.c.
330113,Essential oils of lemon,2429,Manufacture of other chemical products n.e.c.
330119,"Essential oils of citrus fruit, other than of orange/lemon",2429,Manufacture of other chemical products n.e.c.
