Entity,Code,Year,Continent,Date,Total confirmed deaths due to COVID-19 per million people,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)"
Bangladesh,BGD,,,2020-10-12,33.73,0.15614
Bangladesh,BGD,,,2020-10-13,33.864,0.14929
Bangladesh,BGD,,,2020-10-14,33.961,0.13271
Bangladesh,BGD,,,2020-10-15,34.052,0.12843
Bangladesh,BGD,,,2020-10-16,34.143,0.12671
Bangladesh,BGD,,,2020-10-17,34.283,0.12671
Bangladesh,BGD,,,2020-10-18,34.368,0.118
Bangladesh,BGD,,,2020-10-19,34.495,0.10943
Bangladesh,BGD,,,2020-10-20,34.605,0.10586
Bangladesh,BGD,,,2020-10-21,34.75,0.11286
Bangladesh,BGD,,,2020-10-22,34.896,0.12071
Bangladesh,BGD,,,2020-10-23,34.981,0.11986
Bangladesh,BGD,,,2020-10-24,35.096,0.11629
Bangladesh,BGD,,,2020-10-25,35.236,0.12414
Bangladesh,BGD,,,2020-10-26,35.327,0.11886
Bangladesh,BGD,,,2020-10-27,35.449,0.12057
Bangladesh,BGD,,,2020-10-28,35.588,0.11971
Bangladesh,BGD,,,2020-10-29,35.74,0.12057
Bangladesh,BGD,,,2020-10-30,35.855,0.12486
Bangladesh,BGD,,,2020-10-31,35.965,0.124
Bangladesh,BGD,,,2020-11-01,36.074,0.11957
Bangladesh,BGD,,,2020-11-02,36.226,0.12829
Bangladesh,BGD,,,2020-11-03,36.329,0.12571
Bangladesh,BGD,,,2020-11-04,36.457,0.124
Bangladesh,BGD,,,2020-11-05,36.56,0.117
Bangladesh,BGD,,,2020-11-06,36.651,0.11357
Bangladesh,BGD,,,2020-11-07,36.73,0.10929
Bangladesh,BGD,,,2020-11-08,36.839,0.10929
Bangladesh,BGD,,,2020-11-09,36.991,0.10929
Bangladesh,BGD,,,2020-11-10,37.088,0.10843
Bangladesh,BGD,,,2020-11-11,37.203,0.10657
Bangladesh,BGD,,,2020-11-12,37.282,0.10314
Bangladesh,BGD,,,2020-11-13,37.398,0.10657
Bangladesh,BGD,,,2020-11-14,37.483,0.10743
Bangladesh,BGD,,,2020-11-15,37.61,0.11014
Bangladesh,BGD,,,2020-11-16,37.738,0.10671
Bangladesh,BGD,,,2020-11-17,37.975,0.12671
Bangladesh,BGD,,,2020-11-18,38.102,0.12857
Bangladesh,BGD,,,2020-11-19,38.284,0.14329
Bangladesh,BGD,,,2020-11-20,38.387,0.14157
Bangladesh,BGD,,,2020-11-21,38.557,0.15371
Bangladesh,BGD,,,2020-11-22,38.788,0.16843
Bangladesh,BGD,,,2020-11-23,38.958,0.17443
Bangladesh,BGD,,,2020-11-24,39.152,0.16829
Bangladesh,BGD,,,2020-11-25,39.389,0.18386
Bangladesh,BGD,,,2020-11-26,39.614,0.19
Bangladesh,BGD,,,2020-11-27,39.735,0.19257
Bangladesh,BGD,,,2020-11-28,39.954,0.19957
Bangladesh,BGD,,,2020-11-29,40.13,0.19171
Bangladesh,BGD,,,2020-11-30,40.343,0.19786
Bangladesh,BGD,,,2020-12-01,40.531,0.197
Bangladesh,BGD,,,2020-12-02,40.762,0.19614
Bangladesh,BGD,,,2020-12-03,40.974,0.19443
Bangladesh,BGD,,,2020-12-04,41.12,0.198
Bangladesh,BGD,,,2020-12-05,41.332,0.19714
Bangladesh,BGD,,,2020-12-06,41.521,0.19886
Bangladesh,BGD,,,2020-12-07,41.739,0.19971
Bangladesh,BGD,,,2020-12-08,41.933,0.20057
Bangladesh,BGD,,,2020-12-09,42.079,0.18843
Bangladesh,BGD,,,2020-12-10,42.304,0.19014
Bangladesh,BGD,,,2020-12-11,42.419,0.18571
Bangladesh,BGD,,,2020-12-12,42.626,0.18471
Bangladesh,BGD,,,2020-12-13,42.82,0.18557
Bangladesh,BGD,,,2020-12-14,43.045,0.18643
Bangladesh,BGD,,,2020-12-15,43.288,0.19343
Bangladesh,BGD,,,2020-12-16,43.451,0.196
Bangladesh,BGD,,,2020-12-17,43.67,0.19514
Bangladesh,BGD,,,2020-12-18,43.822,0.20043
Bangladesh,BGD,,,2020-12-19,43.974,0.19271
Bangladesh,BGD,,,2020-12-20,44.204,0.198
Bangladesh,BGD,,,2020-12-21,44.399,0.19357
Bangladesh,BGD,,,2020-12-22,44.502,0.17357
Bangladesh,BGD,,,2020-12-23,44.684,0.17614
Bangladesh,BGD,,,2020-12-24,44.799,0.16129
Bangladesh,BGD,,,2020-12-25,44.921,0.15686
Bangladesh,BGD,,,2020-12-26,45.103,0.16114
Bangladesh,BGD,,,2020-12-27,45.249,0.149
Bangladesh,BGD,,,2020-12-28,45.413,0.14471
Bangladesh,BGD,,,2020-12-29,45.595,0.156
Bangladesh,BGD,,,2020-12-30,45.729,0.14914
Bangladesh,BGD,,,2020-12-31,45.899,0.157
Bangladesh,BGD,,,2021-01-01,46.002,0.15443
Bangladesh,BGD,,,2021-01-02,46.141,0.14843
Bangladesh,BGD,,,2021-01-03,46.305,0.151
Bangladesh,BGD,,,2021-01-04,46.451,0.14843
Bangladesh,BGD,,,2021-01-05,46.573,0.13971
Bangladesh,BGD,,,2021-01-06,46.676,0.13529
Bangladesh,BGD,,,2021-01-07,46.864,0.13786
Bangladesh,BGD,,,2021-01-08,46.961,0.137
Bangladesh,BGD,,,2021-01-09,47.095,0.13614
Bangladesh,BGD,,,2021-01-10,47.247,0.13443
Bangladesh,BGD,,,2021-01-11,47.38,0.13271
Bangladesh,BGD,,,2021-01-12,47.477,0.12929
Bangladesh,BGD,,,2021-01-13,47.562,0.12671
Bangladesh,BGD,,,2021-01-14,47.659,0.11371
Bangladesh,BGD,,,2021-01-15,47.738,0.11114
Bangladesh,BGD,,,2021-01-16,47.866,0.11029
Bangladesh,BGD,,,2021-01-17,48.006,0.10857
Bangladesh,BGD,,,2021-01-18,48.103,0.10329
Bangladesh,BGD,,,2021-01-19,48.224,0.10671
Barbados,BRB,2015,North America,,,
Barbados,BRB,,,2020-04-05,3.48,
Barbados,BRB,,,2020-04-06,6.96,
Barbados,BRB,,,2020-04-07,10.439,3.48
Barbados,BRB,,,2020-04-08,10.439,2.61
Barbados,BRB,,,2020-04-09,10.439,2.088
Barbados,BRB,,,2020-04-10,13.919,2.32
Barbados,BRB,,,2020-04-11,13.919,1.98857
Barbados,BRB,,,2020-04-12,13.919,1.49143
Barbados,BRB,,,2020-04-13,13.919,0.99429
Barbados,BRB,,,2020-04-14,13.919,0.49714
Barbados,BRB,,,2020-04-15,17.399,0.99429
Barbados,BRB,,,2020-04-16,17.399,0.99429
Barbados,BRB,,,2020-04-17,17.399,0.49714
Barbados,BRB,,,2020-04-18,17.399,0.49714
Barbados,BRB,,,2020-04-19,17.399,0.49714
Barbados,BRB,,,2020-04-20,17.399,0.49714
Barbados,BRB,,,2020-04-21,17.399,0.49714
Barbados,BRB,,,2020-04-22,17.399,0
Barbados,BRB,,,2020-04-23,20.879,0.49714
Barbados,BRB,,,2020-04-24,20.879,0.49714
Barbados,BRB,,,2020-04-25,20.879,0.49714
Barbados,BRB,,,2020-04-26,20.879,0.49714
Barbados,BRB,,,2020-04-27,20.879,0.49714
Barbados,BRB,,,2020-04-28,20.879,0.49714
Barbados,BRB,,,2020-04-29,24.359,0.99429
Barbados,BRB,,,2020-04-30,24.359,0.49714
Barbados,BRB,,,2020-05-01,24.359,0.49714
Barbados,BRB,,,2020-05-02,24.359,0.49714
Barbados,BRB,,,2020-05-03,24.359,0.49714
Barbados,BRB,,,2020-05-04,24.359,0.49714
Barbados,BRB,,,2020-05-05,24.359,0.49714
Barbados,BRB,,,2020-05-06,24.359,0
Barbados,BRB,,,2020-05-07,24.359,0
Barbados,BRB,,,2020-05-08,24.359,0
Barbados,BRB,,,2020-05-09,24.359,0
Barbados,BRB,,,2020-05-10,24.359,0
Barbados,BRB,,,2020-05-11,24.359,0
Barbados,BRB,,,2020-05-12,24.359,0
Barbados,BRB,,,2020-05-13,24.359,0
Barbados,BRB,,,2020-05-14,24.359,0
Barbados,BRB,,,2020-05-15,24.359,0
Barbados,BRB,,,2020-05-16,24.359,0
Barbados,BRB,,,2020-05-17,24.359,0
Barbados,BRB,,,2020-05-18,24.359,0
Barbados,BRB,,,2020-05-19,24.359,0
Barbados,BRB,,,2020-05-20,24.359,0
Barbados,BRB,,,2020-05-21,24.359,0
Barbados,BRB,,,2020-05-22,24.359,0
Barbados,BRB,,,2020-05-23,24.359,0
Barbados,BRB,,,2020-05-24,24.359,0
Barbados,BRB,,,2020-05-25,24.359,0
Barbados,BRB,,,2020-05-26,24.359,0
Barbados,BRB,,,2020-05-27,24.359,0
Barbados,BRB,,,2020-05-28,24.359,0
Barbados,BRB,,,2020-05-29,24.359,0
Barbados,BRB,,,2020-05-30,24.359,0
Barbados,BRB,,,2020-05-31,24.359,0
Barbados,BRB,,,2020-06-01,24.359,0
Barbados,BRB,,,2020-06-02,24.359,0
Barbados,BRB,,,2020-06-03,24.359,0
Barbados,BRB,,,2020-06-04,24.359,0
Barbados,BRB,,,2020-06-05,24.359,0
Barbados,BRB,,,2020-06-06,24.359,0
Barbados,BRB,,,2020-06-07,24.359,0
Barbados,BRB,,,2020-06-08,24.359,0
Barbados,BRB,,,2020-06-09,24.359,0
Barbados,BRB,,,2020-06-10,24.359,0
Barbados,BRB,,,2020-06-11,24.359,0
Barbados,BRB,,,2020-06-12,24.359,0
Barbados,BRB,,,2020-06-13,24.359,0
Barbados,BRB,,,2020-06-14,24.359,0
Barbados,BRB,,,2020-06-15,24.359,0
Barbados,BRB,,,2020-06-16,24.359,0
Barbados,BRB,,,2020-06-17,24.359,0
Barbados,BRB,,,2020-06-18,24.359,0
Barbados,BRB,,,2020-06-19,24.359,0
Barbados,BRB,,,2020-06-20,24.359,0
Barbados,BRB,,,2020-06-21,24.359,0
Barbados,BRB,,,2020-06-22,24.359,0
Barbados,BRB,,,2020-06-23,24.359,0
Barbados,BRB,,,2020-06-24,24.359,0
Barbados,BRB,,,2020-06-25,24.359,0
Barbados,BRB,,,2020-06-26,24.359,0
Barbados,BRB,,,2020-06-27,24.359,0
Barbados,BRB,,,2020-06-28,24.359,0
Barbados,BRB,,,2020-06-29,24.359,0
Barbados,BRB,,,2020-06-30,24.359,0
Barbados,BRB,,,2020-07-01,24.359,0
Barbados,BRB,,,2020-07-02,24.359,0
Barbados,BRB,,,2020-07-03,24.359,0
Barbados,BRB,,,2020-07-04,24.359,0
Barbados,BRB,,,2020-07-05,24.359,0
Barbados,BRB,,,2020-07-06,24.359,0
Barbados,BRB,,,2020-07-07,24.359,0
Barbados,BRB,,,2020-07-08,24.359,0
Barbados,BRB,,,2020-07-09,24.359,0
Barbados,BRB,,,2020-07-10,24.359,0
Barbados,BRB,,,2020-07-11,24.359,0
Barbados,BRB,,,2020-07-12,24.359,0
Barbados,BRB,,,2020-07-13,24.359,0
Barbados,BRB,,,2020-07-14,24.359,0
Barbados,BRB,,,2020-07-15,24.359,0
Barbados,BRB,,,2020-07-16,24.359,0
Barbados,BRB,,,2020-07-17,24.359,0
Barbados,BRB,,,2020-07-18,24.359,0
Barbados,BRB,,,2020-07-19,24.359,0
Barbados,BRB,,,2020-07-20,24.359,0
Barbados,BRB,,,2020-07-21,24.359,0
Barbados,BRB,,,2020-07-22,24.359,0
Barbados,BRB,,,2020-07-23,24.359,0
Barbados,BRB,,,2020-07-24,24.359,0
Barbados,BRB,,,2020-07-25,24.359,0
Barbados,BRB,,,2020-07-26,24.359,0
Barbados,BRB,,,2020-07-27,24.359,0
Barbados,BRB,,,2020-07-28,24.359,0
Barbados,BRB,,,2020-07-29,24.359,0
Barbados,BRB,,,2020-07-30,24.359,0
Barbados,BRB,,,2020-07-31,24.359,0
Barbados,BRB,,,2020-08-01,24.359,0
Barbados,BRB,,,2020-08-02,24.359,0
Barbados,BRB,,,2020-08-03,24.359,0
Barbados,BRB,,,2020-08-04,24.359,0
Barbados,BRB,,,2020-08-05,24.359,0
Barbados,BRB,,,2020-08-06,24.359,0
Barbados,BRB,,,2020-08-07,24.359,0
Barbados,BRB,,,2020-08-08,24.359,0
Barbados,BRB,,,2020-08-09,24.359,0
Barbados,BRB,,,2020-08-10,24.359,0
Barbados,BRB,,,2020-08-11,24.359,0
Barbados,BRB,,,2020-08-12,24.359,0
Barbados,BRB,,,2020-08-13,24.359,0
Barbados,BRB,,,2020-08-14,24.359,0
Barbados,BRB,,,2020-08-15,24.359,0
Barbados,BRB,,,2020-08-16,24.359,0
Barbados,BRB,,,2020-08-17,24.359,0
Barbados,BRB,,,2020-08-18,24.359,0
Barbados,BRB,,,2020-08-19,24.359,0
Barbados,BRB,,,2020-08-20,24.359,0
Barbados,BRB,,,2020-08-21,24.359,0
Barbados,BRB,,,2020-08-22,24.359,0
Barbados,BRB,,,2020-08-23,24.359,0
Barbados,BRB,,,2020-08-24,24.359,0
Barbados,BRB,,,2020-08-25,24.359,0
Barbados,BRB,,,2020-08-26,24.359,0
Barbados,BRB,,,2020-08-27,24.359,0
Barbados,BRB,,,2020-08-28,24.359,0
Barbados,BRB,,,2020-08-29,24.359,0
Barbados,BRB,,,2020-08-30,24.359,0
Barbados,BRB,,,2020-08-31,24.359,0
Barbados,BRB,,,2020-09-01,24.359,0
Barbados,BRB,,,2020-09-02,24.359,0
Barbados,BRB,,,2020-09-03,24.359,0
Barbados,BRB,,,2020-09-04,24.359,0
Barbados,BRB,,,2020-09-05,24.359,0
Barbados,BRB,,,2020-09-06,24.359,0
Barbados,BRB,,,2020-09-07,24.359,0
Barbados,BRB,,,2020-09-08,24.359,0
Barbados,BRB,,,2020-09-09,24.359,0
Barbados,BRB,,,2020-09-10,24.359,0
Barbados,BRB,,,2020-09-11,24.359,0
Barbados,BRB,,,2020-09-12,24.359,0
Barbados,BRB,,,2020-09-13,24.359,0
Barbados,BRB,,,2020-09-14,24.359,0
Barbados,BRB,,,2020-09-15,24.359,0
Barbados,BRB,,,2020-09-16,24.359,0
Barbados,BRB,,,2020-09-17,24.359,0
Barbados,BRB,,,2020-09-18,24.359,0
Barbados,BRB,,,2020-09-19,24.359,0
Barbados,BRB,,,2020-09-20,24.359,0
Barbados,BRB,,,2020-09-21,24.359,0
Barbados,BRB,,,2020-09-22,24.359,0
Barbados,BRB,,,2020-09-23,24.359,0
Barbados,BRB,,,2020-09-24,24.359,0
Barbados,BRB,,,2020-09-25,24.359,0
Barbados,BRB,,,2020-09-26,24.359,0
Barbados,BRB,,,2020-09-27,24.359,0
Barbados,BRB,,,2020-09-28,24.359,0
Barbados,BRB,,,2020-09-29,24.359,0
Barbados,BRB,,,2020-09-30,24.359,0
Barbados,BRB,,,2020-10-01,24.359,0
Barbados,BRB,,,2020-10-02,24.359,0
Barbados,BRB,,,2020-10-03,24.359,0
Barbados,BRB,,,2020-10-04,24.359,0
Barbados,BRB,,,2020-10-05,24.359,0
Barbados,BRB,,,2020-10-06,24.359,0
Barbados,BRB,,,2020-10-07,24.359,0
Barbados,BRB,,,2020-10-08,24.359,0
Barbados,BRB,,,2020-10-09,24.359,0
Barbados,BRB,,,2020-10-10,24.359,0
Barbados,BRB,,,2020-10-11,24.359,0
Barbados,BRB,,,2020-10-12,24.359,0
Barbados,BRB,,,2020-10-13,24.359,0
Barbados,BRB,,,2020-10-14,24.359,0
Barbados,BRB,,,2020-10-15,24.359,0
Barbados,BRB,,,2020-10-16,24.359,0
Barbados,BRB,,,2020-10-17,24.359,0
Barbados,BRB,,,2020-10-18,24.359,0
Barbados,BRB,,,2020-10-19,24.359,0
Barbados,BRB,,,2020-10-20,24.359,0
Barbados,BRB,,,2020-10-21,24.359,0
Barbados,BRB,,,2020-10-22,24.359,0
Barbados,BRB,,,2020-10-23,24.359,0
Barbados,BRB,,,2020-10-24,24.359,0
Barbados,BRB,,,2020-10-25,24.359,0
Barbados,BRB,,,2020-10-26,24.359,0
Barbados,BRB,,,2020-10-27,24.359,0
Barbados,BRB,,,2020-10-28,24.359,0
Barbados,BRB,,,2020-10-29,24.359,0
Barbados,BRB,,,2020-10-30,24.359,0
Barbados,BRB,,,2020-10-31,24.359,0
Barbados,BRB,,,2020-11-01,24.359,0
Barbados,BRB,,,2020-11-02,24.359,0
Barbados,BRB,,,2020-11-03,24.359,0
Barbados,BRB,,,2020-11-04,24.359,0
Barbados,BRB,,,2020-11-05,24.359,0
Barbados,BRB,,,2020-11-06,24.359,0
Barbados,BRB,,,2020-11-07,24.359,0
Barbados,BRB,,,2020-11-08,24.359,0
Barbados,BRB,,,2020-11-09,24.359,0
Barbados,BRB,,,2020-11-10,24.359,0
Barbados,BRB,,,2020-11-11,24.359,0
Barbados,BRB,,,2020-11-12,24.359,0
Barbados,BRB,,,2020-11-13,24.359,0
Barbados,BRB,,,2020-11-14,24.359,0
Barbados,BRB,,,2020-11-15,24.359,0
Barbados,BRB,,,2020-11-16,24.359,0
Barbados,BRB,,,2020-11-17,24.359,0
Barbados,BRB,,,2020-11-18,24.359,0
Barbados,BRB,,,2020-11-19,24.359,0
Barbados,BRB,,,2020-11-20,24.359,0
Barbados,BRB,,,2020-11-21,24.359,0
Barbados,BRB,,,2020-11-22,24.359,0
Barbados,BRB,,,2020-11-23,24.359,0
Barbados,BRB,,,2020-11-24,24.359,0
Barbados,BRB,,,2020-11-25,24.359,0
Barbados,BRB,,,2020-11-26,24.359,0
Barbados,BRB,,,2020-11-27,24.359,0
Barbados,BRB,,,2020-11-28,24.359,0
Barbados,BRB,,,2020-11-29,24.359,0
Barbados,BRB,,,2020-11-30,24.359,0
Barbados,BRB,,,2020-12-01,24.359,0
Barbados,BRB,,,2020-12-02,24.359,0
Barbados,BRB,,,2020-12-03,24.359,0
Barbados,BRB,,,2020-12-04,24.359,0
Barbados,BRB,,,2020-12-05,24.359,0
Barbados,BRB,,,2020-12-06,24.359,0
Barbados,BRB,,,2020-12-07,24.359,0
Barbados,BRB,,,2020-12-08,24.359,0
Barbados,BRB,,,2020-12-09,24.359,0
Barbados,BRB,,,2020-12-10,24.359,0
Barbados,BRB,,,2020-12-11,24.359,0
Barbados,BRB,,,2020-12-12,24.359,0
Barbados,BRB,,,2020-12-13,24.359,0
Barbados,BRB,,,2020-12-14,24.359,0
Barbados,BRB,,,2020-12-15,24.359,0
Barbados,BRB,,,2020-12-16,24.359,0
Barbados,BRB,,,2020-12-17,24.359,0
Barbados,BRB,,,2020-12-18,24.359,0
Barbados,BRB,,,2020-12-19,24.359,0
Barbados,BRB,,,2020-12-20,24.359,0
Barbados,BRB,,,2020-12-21,24.359,0
Barbados,BRB,,,2020-12-22,24.359,0
Barbados,BRB,,,2020-12-23,24.359,0
Barbados,BRB,,,2020-12-24,24.359,0
Barbados,BRB,,,2020-12-25,24.359,0
Barbados,BRB,,,2020-12-26,24.359,0
Barbados,BRB,,,2020-12-27,24.359,0
Barbados,BRB,,,2020-12-28,24.359,0
Barbados,BRB,,,2020-12-29,24.359,0
Barbados,BRB,,,2020-12-30,24.359,0
Barbados,BRB,,,2020-12-31,24.359,0
Barbados,BRB,,,2021-01-01,24.359,0
Barbados,BRB,,,2021-01-02,24.359,0
Barbados,BRB,,,2021-01-03,24.359,0
Barbados,BRB,,,2021-01-04,24.359,0
Barbados,BRB,,,2021-01-05,24.359,0
Barbados,BRB,,,2021-01-06,24.359,0
Barbados,BRB,,,2021-01-07,24.359,0
Barbados,BRB,,,2021-01-08,24.359,0
Barbados,BRB,,,2021-01-09,24.359,0
Barbados,BRB,,,2021-01-10,24.359,0
Barbados,BRB,,,2021-01-11,24.359,0
Barbados,BRB,,,2021-01-12,24.359,0
Barbados,BRB,,,2021-01-13,24.359,0
Barbados,BRB,,,2021-01-14,24.359,0
Barbados,BRB,,,2021-01-15,24.359,0
Barbados,BRB,,,2021-01-16,24.359,0
Barbados,BRB,,,2021-01-17,24.359,0
Barbados,BRB,,,2021-01-18,24.359,0
Barbados,BRB,,,2021-01-19,24.359,0
Bavaria,OWID_BAV,2015,Europe,,,
Belarus,BLR,2015,Europe,,,
Belarus,BLR,,,2020-03-31,0.106,
Belarus,BLR,,,2020-04-01,0.212,
Belarus,BLR,,,2020-04-02,0.423,0.14133
Belarus,BLR,,,2020-04-03,0.423,0.106
Belarus,BLR,,,2020-04-04,0.529,0.106
Belarus,BLR,,,2020-04-05,0.847,0.14117
Belarus,BLR,,,2020-04-06,1.376,0.19657
Belarus,BLR,,,2020-04-07,1.376,0.18143
Belarus,BLR,,,2020-04-08,1.376,0.16629
Belarus,BLR,,,2020-04-09,1.693,0.18129
Belarus,BLR,,,2020-04-10,2.011,0.22657
Belarus,BLR,,,2020-04-11,2.434,0.27186
Belarus,BLR,,,2020-04-12,2.752,0.27186
Belarus,BLR,,,2020-04-13,3.069,0.24157
Belarus,BLR,,,2020-04-14,3.492,0.302
Belarus,BLR,,,2020-04-15,3.81,0.34729
Belarus,BLR,,,2020-04-16,4.233,0.36243
Belarus,BLR,,,2020-04-17,4.445,0.34743
Belarus,BLR,,,2020-04-18,4.762,0.33229
Belarus,BLR,,,2020-04-19,4.974,0.31729
Belarus,BLR,,,2020-04-20,5.397,0.33243
Belarus,BLR,,,2020-04-21,5.821,0.33243
Belarus,BLR,,,2020-04-22,6.138,0.33243
Belarus,BLR,,,2020-04-23,6.35,0.30229
Belarus,BLR,,,2020-04-24,6.667,0.31729
Belarus,BLR,,,2020-04-25,7.09,0.33243
Belarus,BLR,,,2020-04-26,7.62,0.37771
Belarus,BLR,,,2020-04-27,7.937,0.36257
Belarus,BLR,,,2020-04-28,8.36,0.36257
Belarus,BLR,,,2020-04-29,8.89,0.39286
Belarus,BLR,,,2020-04-30,9.419,0.43814
Belarus,BLR,,,2020-05-01,9.842,0.45329
Belarus,BLR,,,2020-05-02,10.265,0.45329
Belarus,BLR,,,2020-05-03,10.477,0.408
Belarus,BLR,,,2020-05-04,10.9,0.42314
Belarus,BLR,,,2020-05-05,11.324,0.42314
Belarus,BLR,,,2020-05-06,11.853,0.42314
Belarus,BLR,,,2020-05-07,12.276,0.408
Belarus,BLR,,,2020-05-08,12.805,0.42314
Belarus,BLR,,,2020-05-09,13.334,0.43829
Belarus,BLR,,,2020-05-10,13.863,0.48357
Belarus,BLR,,,2020-05-11,14.287,0.48357
Belarus,BLR,,,2020-05-12,15.028,0.529
Belarus,BLR,,,2020-05-13,15.451,0.51386
Belarus,BLR,,,2020-05-14,15.98,0.529
Belarus,BLR,,,2020-05-15,16.509,0.529
Belarus,BLR,,,2020-05-16,16.932,0.51386
Belarus,BLR,,,2020-05-17,17.462,0.51386
Belarus,BLR,,,2020-05-18,18.097,0.54414
Belarus,BLR,,,2020-05-19,18.52,0.49871
Belarus,BLR,,,2020-05-20,18.943,0.49871
Belarus,BLR,,,2020-05-21,19.578,0.51386
Belarus,BLR,,,2020-05-22,20.107,0.51386
Belarus,BLR,,,2020-05-23,20.531,0.51386
Belarus,BLR,,,2020-05-24,21.06,0.51386
Belarus,BLR,,,2020-05-25,21.589,0.49871
Belarus,BLR,,,2020-05-26,22.012,0.49871
Belarus,BLR,,,2020-05-27,22.647,0.529
Belarus,BLR,,,2020-05-28,23.176,0.51386
Belarus,BLR,,,2020-05-29,23.705,0.51386
Belarus,BLR,,,2020-05-30,24.235,0.529
Belarus,BLR,,,2020-05-31,24.87,0.54414
Belarus,BLR,,,2020-06-01,25.399,0.54414
Belarus,BLR,,,2020-06-02,25.716,0.529
Belarus,BLR,,,2020-06-03,26.245,0.51386
Belarus,BLR,,,2020-06-04,26.774,0.51386
Belarus,BLR,,,2020-06-05,27.409,0.529
Belarus,BLR,,,2020-06-06,27.833,0.51386
Belarus,BLR,,,2020-06-07,28.468,0.51386
Belarus,BLR,,,2020-06-08,29.208,0.54414
Belarus,BLR,,,2020-06-09,29.843,0.58957
Belarus,BLR,,,2020-06-10,30.478,0.60471
Belarus,BLR,,,2020-06-11,31.008,0.60471
Belarus,BLR,,,2020-06-12,31.537,0.58957
Belarus,BLR,,,2020-06-13,32.066,0.60471
Belarus,BLR,,,2020-06-14,32.595,0.58957
Belarus,BLR,,,2020-06-15,33.018,0.54414
Belarus,BLR,,,2020-06-16,33.653,0.54414
Belarus,BLR,,,2020-06-17,34.288,0.54414
Belarus,BLR,,,2020-06-18,35.029,0.57443
Belarus,BLR,,,2020-06-19,35.664,0.58957
Belarus,BLR,,,2020-06-20,36.299,0.60471
Belarus,BLR,,,2020-06-21,36.616,0.57443
Belarus,BLR,,,2020-06-22,37.146,0.58957
Belarus,BLR,,,2020-06-23,37.78,0.58957
Belarus,BLR,,,2020-06-24,38.31,0.57443
Belarus,BLR,,,2020-06-25,38.839,0.54414
Belarus,BLR,,,2020-06-26,39.474,0.54414
Belarus,BLR,,,2020-06-27,39.897,0.51386
Belarus,BLR,,,2020-06-28,40.532,0.55929
Belarus,BLR,,,2020-06-29,40.955,0.54414
Belarus,BLR,,,2020-06-30,41.484,0.529
Belarus,BLR,,,2020-07-01,42.119,0.54414
Belarus,BLR,,,2020-07-02,42.86,0.57443
Belarus,BLR,,,2020-07-03,43.601,0.58957
Belarus,BLR,,,2020-07-04,44.236,0.61986
Belarus,BLR,,,2020-07-05,44.765,0.60471
Belarus,BLR,,,2020-07-06,45.4,0.635
Belarus,BLR,,,2020-07-07,46.141,0.66529
Belarus,BLR,,,2020-07-08,46.882,0.68043
Belarus,BLR,,,2020-07-09,47.517,0.66529
Belarus,BLR,,,2020-07-10,48.046,0.635
Belarus,BLR,,,2020-07-11,48.575,0.61986
Belarus,BLR,,,2020-07-12,49.104,0.61986
Belarus,BLR,,,2020-07-13,49.527,0.58957
Belarus,BLR,,,2020-07-14,50.162,0.57443
Belarus,BLR,,,2020-07-15,50.797,0.55929
Belarus,BLR,,,2020-07-16,51.326,0.54414
Belarus,BLR,,,2020-07-17,51.961,0.55929
Belarus,BLR,,,2020-07-18,52.385,0.54414
Belarus,BLR,,,2020-07-19,52.808,0.529
Belarus,BLR,,,2020-07-20,53.231,0.529
Belarus,BLR,,,2020-07-21,53.655,0.49871
Belarus,BLR,,,2020-07-22,54.29,0.49871
Belarus,BLR,,,2020-07-23,54.925,0.51386
Belarus,BLR,,,2020-07-24,55.454,0.49871
Belarus,BLR,,,2020-07-25,56.089,0.529
Belarus,BLR,,,2020-07-26,56.512,0.529
Belarus,BLR,,,2020-07-27,56.935,0.529
Belarus,BLR,,,2020-07-28,57.464,0.54414
Belarus,BLR,,,2020-07-29,57.994,0.529
Belarus,BLR,,,2020-07-30,58.523,0.51386
Belarus,BLR,,,2020-07-31,59.158,0.529
Belarus,BLR,,,2020-08-01,59.581,0.49871
Belarus,BLR,,,2020-08-02,60.004,0.49871
Belarus,BLR,,,2020-08-03,60.428,0.49871
Belarus,BLR,,,2020-08-04,60.745,0.46843
Belarus,BLR,,,2020-08-05,61.063,0.43814
Belarus,BLR,,,2020-08-06,61.38,0.40786
Belarus,BLR,,,2020-08-07,61.698,0.36243
Belarus,BLR,,,2020-08-08,61.909,0.33229
Belarus,BLR,,,2020-08-09,62.121,0.30214
Belarus,BLR,,,2020-08-10,62.333,0.272
Belarus,BLR,,,2020-08-11,62.65,0.272
Belarus,BLR,,,2020-08-12,62.967,0.272
Belarus,BLR,,,2020-08-13,63.391,0.28714
Belarus,BLR,,,2020-08-14,63.814,0.30229
Belarus,BLR,,,2020-08-15,63.814,0.272
Belarus,BLR,,,2020-08-16,64.555,0.34757
Belarus,BLR,,,2020-08-17,64.872,0.36257
Belarus,BLR,,,2020-08-18,65.296,0.37771
Belarus,BLR,,,2020-08-19,65.825,0.408
Belarus,BLR,,,2020-08-20,66.354,0.42314
Belarus,BLR,,,2020-08-21,66.883,0.43829
Belarus,BLR,,,2020-08-22,67.412,0.51386
Belarus,BLR,,,2020-08-23,67.941,0.48357
Belarus,BLR,,,2020-08-24,68.365,0.49871
