uf,nome_mun,quant
MG,SANTO ANTONIO DO ITAMBE,1
MG,SANTO ANTONIO DO JACINTO,1
MG,SANTO ANTONIO DO MONTE,2
MG,SANTO ANTONIO DO RETIRO,1
MG,SANTO ANTONIO DO RIO ABAIXO,1
MG,SANTO HIPOLITO,1
MG,SANTOS DUMONT,3
MG,SAO BENTO ABADE,1
MG,SAO BRAS DO SUACUI,1
MG,SAO DOMINGOS DAS DORES,1
MG,SAO DOMINGOS DO PRATA,1
MG,SAO FRANCISCO,2
MG,SAO FRANCISCO DE PAULA,1
MG,SAO FRANCISCO DE SALES,1
MG,SAO FRANCISCO DO GLORIA,1
MG,SAO GERALDO,1
MG,SAO GERALDO DA PIEDADE,1
MG,SAO GERALDO DO BAIXIO,1
MG,SAO GONCALO DO RIO ABAIXO,1
MG,SAO GONCALO DO RIO PRETO,1
MG,SAO GONCALO DO SAPUCAI,2
MG,SAO GOTARDO,2
MG,SAO JOAO BATISTA DO GLORIA,1
MG,SAO JOAO DA LAGOA,1
MG,SAO JOAO DA MATA,1
MG,SAO JOAO DAS MISSOES,1
MG,SAO JOAO DEL REI,10
MG,SAO JOAO DO MANHUACU,1
MG,SAO JOAO DO MANTENINHA,1
MG,SAO JOAO DO ORIENTE,1
MG,SAO JOAO DO PACUI,1
MG,SAO JOAO DO PARAISO,1
MG,SAO JOAO EVANGELISTA,1
MG,SAO JOAO NEPOMUCENO,1
MG,SAO JOAQUIM DE BICAS,1
MG,SAO JOSE DA BARRA,1
MG,SAO JOSE DA LAPA,2
MG,SAO JOSE DA SAFIRA,1
MG,SAO JOSE DA VARGINHA,1
MG,SAO JOSE DO ALEGRE,1
MG,SAO JOSE DO DIVINO,1
MG,SAO JOSE DO GOIABAL,1
MG,SAO JOSE DO JACURI,1
MG,SAO JOSE DO MANTIMENTO,1
MG,SAO LOURENCO,4
MG,SAO MIGUEL DO ANTA,1
MG,SAO PEDRO DA UNIAO,1
MG,SAO PEDRO DO SUACUI,1
MG,SAO PEDRO DOS FERROS,1
MG,SAO ROMAO,1
MG,SAO ROQUE DE MINAS,1
MG,SAO SEBASTIAO DA BELA VISTA,1
MG,SAO SEBASTIAO DA VARGEM ALEGRE,1
MG,SAO SEBASTIAO DO ANTA,1
MG,SAO SEBASTIAO DO MARANHAO,1
MG,SAO SEBASTIAO DO OESTE,1
MG,SAO SEBASTIAO DO PARAISO,4
MG,SAO SEBASTIAO DO RIO VERDE,1
MG,SAO THOME DAS LETRAS,1
MG,SAO TIAGO,1
MG,SAO TOMAS DE AQUINO,1
MG,SAO VICENTE DE MINAS,1
MG,SAPUCAI-MIRIM,1
MG,SARDOA,1
MG,SARZEDO,1
MG,SEM-PEIXE,1
MG,SENADOR CORTES,1
MG,SENADOR FIRMINO,1
MG,SENADOR JOSE BENTO,1
MG,SENADOR MODESTINO GONCALVES,1
MG,SENHORA DE OLIVEIRA,1
MG,SENHORA DO PORTO,1
MG,SENHORA DOS REMEDIOS,1
MG,SERICITA,1
MG,SERITINGA,1
MG,SERRA AZUL DE MINAS,1
MG,SERRA DA SAUDADE,1
MG,SERRA DO SALITRE,1
MG,SERRA DOS AIMORES,1
MG,SERRANIA,1
MG,SERRANOS,1
MG,SERRO,1
MG,SETE LAGOAS,15
MG,SETUBINHA,1
MG,SILVEIRANIA,1
MG,SILVIANOPOLIS,1
MG,SIMAO PEREIRA,1
MG,SIMONESIA,1
MG,SOBRALIA,1
MG,SOLEDADE DE MINAS,1
MG,TABULEIRO,1
MG,TAIOBEIRAS,2
MG,TAPARUBA,1
MG,TAPIRA,1
MG,TAPIRAI,1
MG,TAQUARACU DE MINAS,1
MG,TARUMIRIM,1
MG,TEIXEIRAS,1
MG,TEOFILO OTONI,7
MG,TIMOTEO,6
MG,TIRADENTES,1
MG,TIROS,1
MG,TOCANTINS,1
MG,TOCOS DO MOJI,1
MG,TOLEDO,1
MG,TRES CORACOES,5
MG,TRES MARIAS,2
MG,TRES PONTAS,4
MG,TUMIRITINGA,1
MG,TUPACIGUARA,1
MG,TURMALINA,1
MG,TURVOLANDIA,1
MG,UBA,7
MG,UBAI,1
MG,UBAPORANGA,1
MG,UBERABA,21
MG,UBERLANDIA,38
MG,UMBURATIBA,1
MG,UNAI,6
MG,UNIAO DE MINAS,1
MG,URUANA DE MINAS,1
MG,URUCANIA,1
MG,URUCUIA,1
MG,VARGEM ALEGRE,1
MG,VARGEM BONITA,1
MG,VARGEM GRANDE DO RIO PARDO,1
MG,VARGINHA,9
MG,VARJAO DE MINAS,1
MG,VARZEA DA PALMA,2
MG,VARZELANDIA,1
MG,VAZANTE,1
MG,VERDELANDIA,1
MG,VEREDINHA,1
MG,VERISSIMO,1
MG,VERMELHO NOVO,1
MG,VESPASIANO,5
MG,VICOSA,6
MG,VIEIRAS,1
MG,VIRGEM DA LAPA,1
MG,VIRGINIA,1
MG,VIRGINOPOLIS,1
MG,VIRGOLANDIA,1
MG,VISCONDE DO RIO BRANCO,2
MG,VOLTA GRANDE,1
MG,WENCESLAU BRAZ,1
MS,AGUA CLARA,1
MS,ALCINOPOLIS,1
MS,AMAMBAI,2
MS,ANASTACIO,1
MS,ANAURILANDIA,1
MS,ANGELICA,1
MS,ANTONIO JOAO,1
MS,APARECIDA DO TABOADO,1
MS,AQUIDAUANA,2
MS,ARAL MOREIRA,1
MS,BANDEIRANTES,1
MS,BATAGUASSU,1
MS,BATAYPORA,1
MS,BELA VISTA,1
MS,BODOQUENA,1
MS,BONITO,1
MS,BRASILANDIA,1
MS,CAARAPO,1
MS,CAMAPUA,1
MS,CAMPO GRANDE,53
MS,CARACOL,1
MS,CASSILANDIA,1
MS,CHAPADAO DO SUL,1
MS,CORONEL SAPUCAIA,1
MS,CORUMBA,7
MS,COSTA RICA,1
MS,COXIM,2
MS,DEODAPOLIS,1
MS,DOIS IRMAOS DO BURITI,1
MS,DOURADINA,1
MS,DOURADOS,8
MS,ELDORADO,1
MS,FATIMA DO SUL,1
MS,FIGUEIRAO,1
MS,GLORIA DE DOURADOS,1
MS,GUIA LOPES DA LAGUNA,1
MS,IGUATEMI,1
MS,INOCENCIA,1
MS,ITAPORA,1
MS,ITAQUIRAI,1
MS,IVINHEMA,1
MS,JARAGUARI,1
MS,JARDIM,1
MS,JATEI,1
MS,JUTI,1
MS,LADARIO,1
MS,LAGUNA CARAPA,1
MS,MARACAJU,2
MS,MIRANDA,1
MS,MUNDO NOVO,1
MS,NAVIRAI,2
MS,NIOAQUE,1
MS,NOVA ALVORADA DO SUL,1
MS,NOVA ANDRADINA,2
MS,NOVO HORIZONTE DO SUL,1
MS,PARAISO DAS AGUAS,1
MS,PARANAIBA,2
MS,PEDRO GOMES,1
MS,PONTA PORA,4
MS,PORTO MURTINHO,1
MS,RIO BRILHANTE,2
MS,RIO NEGRO,1
MS,RIO VERDE DE MATO GROSSO,1
MS,ROCHEDO,1
MS,SAO GABRIEL DO OESTE,1
MS,SELVIRIA,1
MS,SETE QUEDAS,1
MS,SIDROLANDIA,2
MS,SONORA,1
MS,TACURU,1
MS,TAQUARUSSU,1
MS,TERENOS,1
MS,TRES LAGOAS,7
MS,VICENTINA,1
MT,ACORIZAL,1
MT,AGUA BOA,1
MT,ALTA FLORESTA,2
MT,ALTO ARAGUAIA,1
MT,ALTO BOA VISTA,1
MT,ALTO GARCAS,1
MT,ALTO PARAGUAI,1
MT,ALTO TAQUARI,1
MT,APIACAS,1
MT,ARAGUAIANA,1
MT,ARAGUAINHA,1
MT,ARAPUTANGA,1
MT,ARENAPOLIS,1
MT,ARIPUANA,1
MT,BARAO DE MELGACO,1
MT,BARRA DO BUGRES,2
MT,BARRA DO GARCAS,3
MT,BOM JESUS DO ARAGUAIA,1
MT,BRASNORTE,1
MT,CACERES,5
MT,CAMPINAPOLIS,1
MT,CAMPO NOVO DO PARECIS,1
MT,CAMPO VERDE,2
MT,CANABRAVA DO NORTE,1
MT,CANARANA,1
MT,CARLINDA,1
MT,CASTANHEIRA,1
MT,CHAPADA DOS GUIMARAES,1
MT,CLAUDIA,1
MT,COCALINHO,1
MT,COLIDER,2
MT,COLNIZA,1
MT,COMODORO,1
MT,CONFRESA,1
MT,CONQUISTA D OESTE,1
MT,COTRIGUACU,1
MT,CUIABA,34
MT,CURVELANDIA,1
MT,DENISE,1
MT,DIAMANTINO,1
MT,DOM AQUINO,1
MT,FELIZ NATAL,1
MT,FIGUEIROPOLIS D OESTE,1
MT,GAUCHA DO NORTE,1
MT,GENERAL CARNEIRO,1
MT,GUARANTA DO NORTE,2
MT,GUIRATINGA,1
MT,INDIAVAI,1
MT,IPIRANGA DO NORTE,1
MT,ITANHANGA,1
MT,ITAUBA,1
MT,ITIQUIRA,1
MT,JACIARA,1
MT,JANGADA,1
MT,JAURU,1
MT,JUARA,2
MT,JUINA,1
MT,JURUENA,1
MT,JUSCIMEIRA,1
MT,LAMBARI D OESTE,1
MT,LUCAS DO RIO VERDE,2
MT,LUCIARA,1
MT,MARCELANDIA,1
MT,MATUPA,1
MT,MIRASSOL D OESTE,1
MT,NOBRES,1
MT,NORTELANDIA,1
MT,NOSSA SENHORA DO LIVRAMENTO,1
MT,NOVA BANDEIRANTES,1
MT,NOVA BRASILANDIA,1
MT,NOVA CANAA DO NORTE,1
MT,NOVA GUARITA,1
MT,NOVA LACERDA,1
MT,NOVA MARILANDIA,1
MT,NOVA MARINGA,1
MT,NOVA MONTE VERDE,1
MT,NOVA MUTUM,2
MT,NOVA NAZARE,1
MT,NOVA SANTA HELENA,1
MT,NOVA UBIRATA,1
MT,NOVA XAVANTINA,1
MT,NOVO HORIZONTE DO NORTE,1
MT,NOVO MUNDO,1
MT,NOVO SANTO ANTONIO,1
MT,NOVO SAO JOAQUIM,1
MT,PARANAITA,1
MT,PARANATINGA,1
MT,PEDRA PRETA,1
MT,PEIXOTO DE AZEVEDO,1
MT,PLANALTO DA SERRA,1
MT,POCONE,1
MT,PONTAL DO ARAGUAIA,1
MT,PONTE BRANCA,1
MT,PONTES E LACERDA,2
MT,PORTO ALEGRE DO NORTE,1
MT,PORTO DOS GAUCHOS,1
MT,PORTO ESPERIDIAO,1
MT,POXOREO,1
MT,PRIMAVERA DO LESTE,3
MT,QUERENCIA,1
MT,RESERVA DO CABACAL,1
MT,RIBEIRAO CASCALHEIRA,1
MT,RIBEIRAOZINHO,1
MT,RIO BRANCO,1
MT,RONDOLANDIA,1
MT,RONDONOPOLIS,12
MT,ROSARIO OESTE,1
MT,SALTO DO CEU,1
MT,SANTA CARMEM,1
MT,SANTA CRUZ DO XINGU,1
MT,SANTA TEREZINHA,1
MT,SANTO ANTONIO DO LEVERGER,1
MT,SAO FELIX DO ARAGUAIA,1
MT,SAO JOSE DO POVO,1
MT,SAO JOSE DO RIO CLARO,1
MT,SAO JOSE DO XINGU,1
MT,SAO JOSE DOS QUATRO MARCOS,1
MT,SAO PEDRO DA CIPA,1
MT,SAPEZAL,1
MT,SERRA NOVA DOURADA,1
MT,SINOP,7
MT,SORRISO,5
MT,TABAPORA,1
MT,TANGARA DA SERRA,5
MT,TAPURAH,1
MT,TERRA NOVA DO NORTE,1
MT,TESOURO,1
MT,TORIXOREU,1
MT,UNIAO DO SUL,1
MT,VARZEA GRANDE,14
MT,VERA,1
MT,VILA BELA DA SANTISSIMA TRINDADE,1
MT,VILA RICA,1
PA,ABAETETUBA,2
PA,ABEL FIGUEIREDO,1
PA,AGUA AZUL DO NORTE,1
PA,ALMEIRIM,1
PA,ALTAMIRA,3
PA,ANANINDEUA,11
PA,ANAPU,1
PA,AURORA DO PARA,1
PA,AVEIRO,1
PA,BAGRE,1
PA,BAIAO,1
PA,BANNACH,1
PA,BELEM,69
PA,BELTERRA,1
PA,BENEVIDES,2
PA,BOM JESUS DO TOCANTINS,1
PA,BRAGANCA,2
PA,BREJO GRANDE DO ARAGUAIA,1
PA,BREU BRANCO,1
PA,BREVES,2
PA,BUJARU,1
PA,CACHOEIRA DO ARARI,1
PA,CAMETA,1
PA,CANAA DOS CARAJAS,2
PA,CAPANEMA,2
PA,CAPITAO POCO,1
PA,CASTANHAL,4
PA,COLARES,1
PA,CONCEICAO DO ARAGUAIA,1
PA,CUMARU DO NORTE,1
PA,CURIONOPOLIS,1
PA,CURUCA,1
PA,DOM ELISEU,1
PA,ELDORADO DOS CARAJAS,1
PA,FARO,1
PA,FLORESTA DO ARAGUAIA,1
PA,IGARAPE-ACU,1
PA,INHANGAPI,1
PA,IPIXUNA DO PARA,1
PA,ITAITUBA,4
PA,ITUPIRANGA,1
PA,JACAREACANGA,1
PA,JACUNDA,1
PA,JURUTI,1
PA,MAE DO RIO,1
PA,MAGALHAES BARATA,1
PA,MARABA,7
PA,MARACANA,1
PA,MARAPANIM,1
PA,MARITUBA,2
PA,MEDICILANDIA,1
PA,MOCAJUBA,1
PA,MOJUI DOS CAMPOS,1
PA,MONTE ALEGRE,2
PA,NOVA IPIXUNA,1
PA,NOVO PROGRESSO,2
PA,NOVO REPARTIMENTO,1
PA,OBIDOS,1
PA,OEIRAS DO PARA,1
PA,ORIXIMINA,2
PA,OURILANDIA DO NORTE,1
PA,PACAJA,1
PA,PARAGOMINAS,4
PA,PARAUAPEBAS,7
PA,PAU D ARCO,1
PA,PICARRA,1
PA,PLACAS,1
PA,PONTA DE PEDRAS,1
PA,PRAINHA,1
PA,PRIMAVERA,1
PA,QUATIPURU,1
PA,REDENCAO,4
PA,RIO MARIA,1
PA,RONDON DO PARA,1
PA,RUROPOLIS,1
PA,SALINOPOLIS,2
PA,SANTA BARBARA DO PARA,1
PA,SANTA CRUZ DO ARARI,1
PA,SANTA LUZIA DO PARA,1
PA,SANTA MARIA DAS BARREIRAS,1
PA,SANTANA DO ARAGUAIA,1
PA,SANTAREM,7
PA,SANTAREM NOVO,1
PA,SANTO ANTONIO DO TAUA,1
PA,SAO CAETANO DE ODIVELAS,1
PA,SAO FELIX DO XINGU,1
PA,SAO GERALDO DO ARAGUAIA,2
PA,SAO JOAO DE PIRABAS,1
PA,SAO JOAO DO ARAGUAIA,1
PA,SAO MIGUEL DO GUAMA,3
PA,SAO SEBASTIAO DA BOA VISTA,1
PA,SAPUCAIA,1
PA,SENADOR JOSE PORFIRIO,1
PA,TAILANDIA,1
PA,TERRA ALTA,1
PA,TERRA SANTA,1
PA,TOME-ACU,3
PA,TRACUATEUA,1
PA,TRAIRAO,1
PA,TUCUMA,1
PA,TUCURUI,3
PA,ULIANOPOLIS,1
PA,URUARA,2
PA,VIGIA,1
PA,VITORIA DO XINGU,1
PA,XINGUARA,2
PB,AGUA BRANCA,1
PB,AGUIAR,1
PB,ALAGOA GRANDE,1
PB,ALAGOA NOVA,1
PB,ALAGOINHA,1
PB,ALCANTIL,1
PB,ALGODAO DE JANDAIRA,1
PB,ALHANDRA,1
PB,AMPARO,1
PB,APARECIDA,1
PB,ARACAGI,1
PB,ARARA,1
PB,ARARUNA,1
PB,AREIA,1
PB,AREIA DE BARAUNAS,1
PB,AREIAL,1
PB,AROEIRAS,1
PB,ASSUNCAO,1
PB,BAIA DA TRAICAO,1
PB,BANANEIRAS,1
PB,BARAUNA,1
PB,BARRA DE SANTA ROSA,1
PB,BARRA DE SANTANA,1
PB,BARRA DE SAO MIGUEL,1
PB,BAYEUX,4
PB,BELEM,1
PB,BELEM DO BREJO DO CRUZ,1
PB,BERNARDINO BATISTA,1
PB,BOA VENTURA,1
PB,BOA VISTA,1
PB,BOM SUCESSO,1
PB,BONITO DE SANTA FE,1
PB,BOQUEIRAO,1
PB,BORBOREMA,1
PB,BREJO DO CRUZ,1
PB,BREJO DOS SANTOS,1
PB,CABACEIRAS,1
PB,CABEDELO,4
PB,CACIMBA DE AREIA,1
PB,CACIMBA DE DENTRO,1
PB,CACIMBAS,1
PB,CAICARA,1
PB,CAJAZEIRAS,3
PB,CAJAZEIRINHAS,1
PB,CALDAS BRANDAO,1
PB,CAMALAU,1
PB,CAMPINA GRANDE,24
PB,CAMPO DE SANTANA,1
PB,CARAUBAS,1
PB,CARRAPATEIRA,1
PB,CASSERENGUE,1
PB,CATINGUEIRA,1
PB,CATOLE DO ROCHA,1
PB,CONCEICAO,1
PB,CONDADO,1
PB,CONDE,1
PB,CONGO,1
PB,COREMAS,1
PB,COXIXOLA,1
PB,CRUZ DO ESPIRITO SANTO,1
PB,CUBATI,1
PB,CUITE,1
PB,CUITE DE MAMANGUAPE,1
PB,CURRAL DE CIMA,1
PB,CURRAL VELHO,1
PB,DAMIAO,1
PB,DESTERRO,1
PB,DIAMANTE,1
PB,DONA INES,1
PB,EMAS,1
PB,ESPERANCA,1
PB,FAGUNDES,1
PB,FREI MARTINHO,1
PB,GADO BRAVO,1
PB,GUARABIRA,1
PB,GURINHEM,1
PB,GURJAO,1
PB,IBIARA,1
PB,IGARACY,1
PB,IMACULADA,1
PB,INGA,1
PB,ITABAIANA,1
PB,ITAPORANGA,1
PB,ITAPOROROCA,1
PB,ITATUBA,1
PB,JACARAU,1
PB,JERICO,1
PB,JOAO PESSOA,45
PB,JUAREZ TAVORA,1
PB,JUAZEIRINHO,1
PB,JUNCO DO SERIDO,1
PB,JURIPIRANGA,1
PB,JURU,1
PB,LAGOA,1
PB,LAGOA DE DENTRO,1
PB,LAGOA SECA,1
PB,LASTRO,1
PB,LIVRAMENTO,1
PB,LOGRADOURO,1
PB,LUCENA,1
PB,MAE D AGUA,1
PB,MALTA,1
PB,MAMANGUAPE,1
PB,MANAIRA,1
PB,MARCACAO,1
PB,MARIZOPOLIS,1
PB,MASSARANDUBA,1
PB,MATARACA,1
PB,MATINHAS,1
PB,MATO GROSSO,1
PB,MATUREIA,1
PB,MOGEIRO,1
PB,MONTADAS,1
PB,MONTEIRO,1
PB,MULUNGU,1
PB,NATUBA,1
PB,NAZAREZINHO,1
PB,NOVA FLORESTA,1
PB,NOVA OLINDA,1
PB,NOVA PALMEIRA,1
PB,OLHO D AGUA,1
PB,OLIVEDOS,1
PB,OURO VELHO,1
PB,PARARI,1
PB,PASSAGEM,1
PB,PATOS,6
PB,PAULISTA,1
PB,PEDRA BRANCA,1
PB,PEDRA LAVRADA,1
PB,PEDRO REGIS,1
PB,PIANCO,1
PB,PICUI,1
PB,PILAR,1
PB,PILOES,1
PB,PIRPIRITUBA,1
PB,POCINHOS,1
PB,POCO DE JOSE DE MOURA,1
PB,POMBAL,1
PB,PRATA,1
PB,PRINCESA ISABEL,1
PB,PUXINANA,1
PB,QUEIMADAS,1
PB,QUIXABA,1
PB,RIACHAO,1
PB,RIACHAO DO BACAMARTE,1
PB,RIACHAO DO POCO,1
PB,RIACHO DE SANTO ANTONIO,1
PB,RIACHO DOS CAVALOS,1
PB,RIO TINTO,1
PB,SALGADINHO,1
PB,SALGADO DE SAO FELIX,1
PB,SANTA CRUZ,1
PB,SANTA HELENA,1
PB,SANTA INES,1
PB,SANTA LUZIA,1
PB,SANTA RITA,4
PB,SANTA TERESINHA,1
PB,SANTANA DE MANGUEIRA,1
PB,SANTANA DOS GARROTES,1
PB,SANTAREM,1
PB,SAO BENTINHO,1
PB,SAO BENTO,1
PB,SAO DOMINGOS DO CARIRI,1
PB,SAO FRANCISCO,1
PB,SAO JOAO DO CARIRI,1
PB,SAO JOAO DO RIO DO PEIXE,1
PB,SAO JOSE DA LAGOA TAPADA,1
PB,SAO JOSE DE CAIANA,1
PB,SAO JOSE DE ESPINHARAS,1
PB,SAO JOSE DE PIRANHAS,1
PB,SAO JOSE DO BONFIM,1
PB,SAO JOSE DO BREJO DO CRUZ,1
PB,SAO JOSE DO SABUGI,1
PB,SAO JOSE DOS CORDEIROS,1
PB,SAO JOSE DOS RAMOS,1
PB,SAO MIGUEL DE TAIPU,1
PB,SAO SEBASTIAO DO UMBUZEIRO,1
PB,SAPE,1
PB,SERIDO,1
PB,SERRA BRANCA,1
PB,SERRA DA RAIZ,1
PB,SERRA GRANDE,1
PB,SERRA REDONDA,1
PB,SERRARIA,1
PB,SERTAOZINHO,1
PB,SOBRADO,1
PB,SOLANEA,2
PB,SOLEDADE,1
PB,SOSSEGO,1
PB,SOUSA,3
PB,TAPEROA,1
PB,TAVARES,1
PB,TEIXEIRA,1
PB,TENORIO,1
PB,TRIUNFO,1
PB,UIRAUNA,1
PB,UMBUZEIRO,1
PB,VARZEA,1
PB,VIEIROPOLIS,1
PB,VISTA SERRANA,1
PB,ZABELE,1
PE,ABREU E LIMA,4
PE,AFRANIO,1
PE,AGRESTINA,1
PE,AGUA PRETA,2
PE,AGUAS BELAS,2
PE,ALAGOINHA,1
PE,ALIANCA,2
PE,ALTINHO,1
PE,ANGELIM,1
PE,ARACOIABA,1
PE,ARARIPINA,3
PE,ARCOVERDE,3
PE,BARRA DE GUABIRABA,1
PE,BARREIROS,2
PE,BELEM DE MARIA,1
PE,BELEM DE SAO FRANCISCO,1
PE,BELO JARDIM,4
PE,BETANIA,1
PE,BEZERROS,1
PE,BODOCO,2
PE,BOM CONSELHO,2
PE,BOM JARDIM,2
PE,BONITO,2
PE,BREJAO,1
PE,BREJINHO,1
PE,BREJO DA MADRE DE DEUS,2
PE,BUENOS AIRES,1
PE,BUIQUE,1
PE,CABO DE SANTO AGOSTINHO,7
PE,CABROBO,1
PE,CAETES,1
PE,CALCADO,1
PE,CALUMBI,1
PE,CAMARAGIBE,4
PE,CAMOCIM DE SAO FELIX,1
PE,CAMUTANGA,1
PE,CAPOEIRAS,1
PE,CARNAIBA,1
PE,CARPINA,1
PE,CARUARU,8
PE,CATENDE,1
PE,CEDRO,1
PE,CHA DE ALEGRIA,1
PE,CHA GRANDE,1
PE,CONDADO,1
PE,CORRENTES,1
PE,CORTES,1
PE,CUMARU,1
PE,CUPIRA,1
PE,CUSTODIA,2
PE,DORMENTES,1
PE,ESCADA,2
PE,EXU,1
PE,FEIRA NOVA,1
PE,FERREIROS,1
PE,FLORESTA,1
PE,FREI MIGUELINHO,1
PE,GAMELEIRA,1
PE,GARANHUNS,5
PE,GLORIA DO GOITA,1
PE,GOIANA,2
PE,GRANITO,1
PE,GRAVATA,4
PE,IATI,1
PE,IBIMIRIM,1
PE,IBIRAJUBA,1
PE,IGARASSU,2
PE,IGUARACI,1
PE,ILHA DE ITAMARACA,1
PE,INAJA,1
PE,INGAZEIRA,1
PE,IPOJUCA,3
PE,ITACURUBA,1
PE,ITAIBA,1
PE,ITAPETIM,1
PE,ITAQUITINGA,1
PE,JABOATAO DOS GUARARAPES,22
PE,JAQUEIRA,1
PE,JATAUBA,1
PE,JATOBA,1
PE,JOAO ALFREDO,1
PE,JOAQUIM NABUCO,1
PE,JUCATI,1
PE,JUPI,1
PE,JUREMA,1
PE,LAGOA DO CARRO,1
PE,LAGOA DO ITAENGA,1
PE,LAGOA DO OURO,1
PE,LAJEDO,2
PE,LIMOEIRO,3
PE,MACAPARANA,1
PE,MACHADOS,1
PE,MANARI,1
PE,MARAIAL,1
PE,MOREILANDIA,1
PE,MORENO,1
PE,NAZARE DA MATA,1
PE,OLINDA,12
PE,OROBO,1
PE,OROCO,1
PE,OURICURI,1
PE,PALMARES,2
PE,PALMEIRINA,1
PE,PANELAS,1
PE,PARANATAMA,1
PE,PARNAMIRIM,1
PE,PASSIRA,1
PE,PAUDALHO,2
PE,PAULISTA,12
PE,PEDRA,1
PE,PESQUEIRA,1
PE,PETROLANDIA,1
PE,PETROLINA,12
PE,POCAO,1
PE,POMBOS,1
PE,PRIMAVERA,1
PE,QUIPAPA,1
PE,QUIXABA,1
PE,RECIFE,71
PE,RIACHO DAS ALMAS,1
PE,RIBEIRAO,1
PE,RIO FORMOSO,1
PE,SAIRE,1
PE,SALGADINHO,1
PE,SALGUEIRO,3
PE,SALOA,1
PE,SANHARO,1
PE,SANTA CRUZ,1
PE,SANTA CRUZ DA BAIXA VERDE,1
PE,SANTA CRUZ DO CAPIBARIBE,3
PE,SANTA FILOMENA,1
PE,SANTA MARIA DO CAMBUCA,1
PE,SAO BENEDITO DO SUL,1
PE,SAO BENTO DO UNA,2
PE,SAO CAITANO,2
PE,SAO JOAO,1
PE,SAO JOAQUIM DO MONTE,1
PE,SAO JOSE DA COROA GRANDE,1
PE,SAO JOSE DO BELMONTE,2
PE,SAO LOURENCO DA MATA,3
PE,SAO VICENTE FERRER,1
PE,SERRA TALHADA,1
PE,SERRITA,1
PE,SERTANIA,2
PE,SIRINHAEM,2
PE,SOLIDAO,1
PE,SURUBIM,2
PE,TACAIMBO,1
PE,TACARATU,1
PE,TAMANDARE,1
PE,TAQUARITINGA DO NORTE,1
PE,TEREZINHA,1
PE,TERRA NOVA,1
PE,TIMBAUBA,1
PE,TORITAMA,2
PE,TRACUNHAEM,1
PE,TRINDADE,1
PE,TRIUNFO,1
PE,TUPANATINGA,1
PE,TUPARETAMA,1
PE,VENTUROSA,1
PE,VERDEJANTE,1
PE,VERTENTE DO LERIO,1
PE,VERTENTES,1
PE,VICENCIA,1
PE,VITORIA DE SANTO ANTAO,4
PI,ACAUA,1
PI,AGRICOLANDIA,1
PI,ALAGOINHA DO PIAUI,1
PI,ALEGRETE DO PIAUI,1
PI,ALTO LONGA,1
PI,ALTOS,1
PI,ALVORADA DO GURGUEIA,1
PI,AMARANTE,1
PI,ANGICAL DO PIAUI,1
PI,ANISIO DE ABREU,1
PI,ANTONIO ALMEIDA,1
PI,AROAZES,1
PI,AROEIRAS DO ITAIM,1
PI,ARRAIAL,1
PI,ASSUNCAO DO PIAUI,1
PI,AVELINO LOPES,1
PI,BAIXA GRANDE DO RIBEIRO,1
PI,BARRA D ALCANTARA,1
PI,BARRAS,2
PI,BARREIRAS DO PIAUI,1
PI,BARRO DURO,1
PI,BELA VISTA DO PIAUI,1
PI,BELEM DO PIAUI,1
PI,BENEDITINOS,1
PI,BERTOLINIA,1
PI,BETANIA DO PIAUI,1
PI,BOA HORA,1
PI,BOCAINA,1
PI,BOM JESUS,1
PI,BOM PRINCIPIO DO PIAUI,1
PI,BONFIM DO PIAUI,1
PI,BOQUEIRAO DO PIAUI,1
PI,BRASILEIRA,1
PI,BREJO DO PIAUI,1
PI,BURITI DOS MONTES,1
PI,CABECEIRAS DO PIAUI,1
PI,CAJAZEIRAS DO PIAUI,1
PI,CAJUEIRO DA PRAIA,1
PI,CALDEIRAO GRANDE DO PIAUI,1
PI,CAMPINAS DO PIAUI,1
PI,CAMPO ALEGRE DO FIDALGO,1
PI,CAMPO GRANDE DO PIAUI,1
PI,CAMPO LARGO DO PIAUI,1
PI,CAMPO MAIOR,2
PI,CANAVIEIRA,1
PI,CANTO DO BURITI,1
PI,CAPITAO DE CAMPOS,1
PI,CAPITAO GERVASIO OLIVEIRA,1
PI,CARACOL,1
PI,CARAUBAS DO PIAUI,1
PI,CARIDADE DO PIAUI,1
PI,CASTELO DO PIAUI,1
PI,CAXINGO,1
PI,COCAL,1
PI,COCAL DE TELHA,1
PI,COCAL DOS ALVES,1
PI,COIVARAS,1
PI,COLONIA DO GURGUEIA,1
PI,COLONIA DO PIAUI,1
PI,CONCEICAO DO CANINDE,1
PI,CORONEL JOSE DIAS,1
PI,CORRENTE,1
PI,CRISTALANDIA DO PIAUI,1
PI,CRISTINO CASTRO,1
PI,CURIMATA,1
PI,CURRAL NOVO DO PIAUI,1
PI,CURRALINHOS,1
PI,DEMERVAL LOBAO,1
PI,DIRCEU ARCOVERDE,1
PI,DOM EXPEDITO LOPES,1
PI,ELESBAO VELOSO,1
PI,ELISEU MARTINS,1
PI,ESPERANTINA,2
PI,FARTURA DO PIAUI,1
PI,FLORES DO PIAUI,1
PI,FLORESTA DO PIAUI,1
PI,FLORIANO,4
PI,FRANCINOPOLIS,1
PI,FRANCISCO AYRES,1
PI,FRANCISCO MACEDO,1
PI,FRANCISCO SANTOS,1
PI,FRONTEIRAS,1
